publishdate,content_id,title_en,difficulty,mealtype,diettype,cuisine,cooking_method,steps,ingredients,#ingredients,steps_length
2018-12-03,R1530,Broth fondue,easy,main,non-vegetarian,,,"Cut chicken breast medallions into thirds and transfer to a bowl. Season with salt and add freshly grated orange zest and grated ginger. Set aside. Halve small cooked potatoes, cut broccoli into florets, slice zucchini, and halve the mushrooms. Place all into separate serving bowls and set aside. Finely chop garlic and add salt. Use the side of your knife to press the garlic against the cutting board and create a paste. Mix garlic paste with half the mayonnaise. Mix the other half of the mayonnaise with the grainy mustard. Season both with salt and fresh lemon juice, and season the mustard dip with pepper. In a fondue pot over medium-high heat, boil the beef stock and thyme. Transfer to a fondue burner for serving, if desired. Cook the chicken and vegetables in hot broth and dip as desired. Enjoy with baguette!","['baguette (for serving)', 'beef stock', 'broccoli', 'brown mushrooms', 'chicken breast medallions', 'garlic', 'ginger', 'grainy mustard', 'lemon', 'mayonnaise', 'new potatoes (cooked)', 'orange', 'pepper', 'salt', 'thyme', 'zucchini']",16,142
2018-12-04,R1489,Orange-caramel tart with Piedmontese hazelnuts,hard,dessert,,,,"For the toffee caramel, bring a pot of water to a boil. Place a closed can of sweetened condensed milk into the pot and let simmer on the side for approx. 2 hrs. at medium heat. Then, remove from the pot and allow to cool in the fridge. In the meantime, add butter, sugar, and salt to a stand mixer and beat until foamy. Halve vanilla bean and scrape out seeds. Add vanilla bean seeds, zest lemon and add to the stand mixer, together with egg yolks. Beat again. Add flour and baking powder and beat until smooth, then allow to cool in the fridge for approx. 1 hr. Prepare a sheet of parchment paper and place dough and another sheet of parchment paper on top. Using a rolling pin, thinly roll out dough and allow to cool in the fridge for approx. 15 min. Coat the bottom of a tart pan with warm butter and flour the edge of the tart pan. Remove dough from the fridge, place bottom of tart pan on top and cut along the edge. Remove the upper sheet of parchment paper and transfer dough into the tart pan. Preheat the oven to 160°C/320°F. Press remaining dough onto the edge of the tart pan. Lightly flour and cut off excess dough around the edge. Pierce dough all over with a fork and place parchment paper on top. Add pie weights to the tart pan, transfer to the oven and bake for approx. 15 min. Remove pie weights and bake for approx. 10 – 15 min. more. Meanwhile, chop half of the hazelnuts and set aside. Add sugar and water to a pot and let caramelize. Stir in baking powder and remaining whole hazelnuts, then transfer to a baking sheet and allow to cool. For the orange filling, grate oranges and set zests aside. Crush lemongrass stalk, chop, and transfer to a small saucepan. Grind cardamom pod, coriander seeds, clove, and star anise in a mortar and transfer to the saucepan. Juice oranges, add juice to saucepan and bring to a simmer. Let reduce, then strain through a sieve and transfer back to the saucepan. Soak gelatin sheets in water. Add corn syrup and sugar to the saucepan with orange-spice mixture and bring to a boil. Roughly chop white chocolate and set aside in a bowl. Squeeze gelatin sheets and add to the saucepan. Stir until dissolved, then pour over chopped, white chocolate. Mix with immersion blender, add remaining sweetened condensed milk that hasn't been caramelized in the first step and mix again. Transfer to the fridge and let cool completely. Spread toffee caramel from the can onto cooled tart crust and distribute chopped hazelnuts on it. Allow tart to cool in the fridge again. For the ganache, chop dark chocolate and transfer to a measuring cup. Dice butter. Heat heavy cream in a saucepan, add the orange zest and remaining sugar, and bring to a boil. Pour hot cream over the chopped, dark chocolate and mix carefully. Add créme fraîche and butter and mix again. Strain through a sieve. Remove cooled tart from the fridge and distribute the ganache on it. Allow to cool for approx. 4 hrs. Chop the caramelized hazelnuts and set aside. Remove tart from the fridge spread orange filling onto the tart. Sprinkle with chopped, caramelized hazelnuts. Garnish with flaky sea salt and cookie crumble. Enjoy!","['baking powder', 'bittersweet chocolate', 'cardamom pod', 'clove', 'cookie crumble (for garnish)', 'coriander seeds', 'corn syrup', 'crème fraîche', 'egg yolks', 'flaky sea salt (for garnish)', 'flour', 'flour (for dusting)', 'gelatin sheets', 'heavy cream', 'lemon', 'lemongrass', 'oranges', 'Piedmontese hazelnuts', 'salt', 'star anise', 'sugar', 'sweetened condensed milk', 'unsalted butter', 'unsalted butter (for greasing)', 'vanilla bean', 'water', 'white chocolate']",27,565
2017-01-09,R566,Mango chia pudding,easy,dessert,vegetarian,,blending,"Split and scrape vanilla bean. Add to jar along with coconut drink, almond drink, and honey. Stir to combine. Add chia seeds and mix until combined. Cover and refrigerate overnight. Before serving, peel and cube the mango. Purée in a blender until smooth. Top chia pudding with mango purée and enjoy!","['almond drink', 'chia seeds', 'coconut drink', 'honey', 'mango', 'vanilla bean']",6,51
2017-12-22,R1053,Elderflower-Champagne jello cocktail,easy,dessert,,,,"Place gelatin leaves in a large bowl and cover with water for approx. 10 min. Meanwhile, mix together vodka and elderflower cordial in a small liquid measuring cup. Drain water after approx. 10 min. and squeeze any excess water out of gelatin leaves. Melt soaked gelatin leaves in a heatproof bowl set over a pot of simmering water. Once gelatin leaves are completely melted, add cocktail mixture and stir for approx. 2 min. Ensure, gelatin and cocktail mixture are fully combined before taking off heat and pouring into large liquid measuring cup. Add Champagne and lightly stir in to preserve effervescence. Pour mixture into glasses and place in fridge. Remove after approx. 6 hrs. or when set and garnish with piece of lemon peel. Enjoy!","['Champagne', 'elderflower cordial', 'gelatine', 'lemon peel for garnish', 'vodka']",5,125
2018-12-05,R1532,Creamy celery root and riesling soup with smoked ham,easy,main,non-vegetarian,,blending,"Cut ham into thin strips. Trim green part off the leek and slice the white part. Peel the celery root and onion and finely dice. Melt the butter in a pot. Add onion, leek, and celery root and sauté the vegetables until translucent, approx. 3 min. Add flour and stir well to combine. Add vegetable broth in small quantities, stirring to combine after each addition, then cover and let simmer for approx. 15 min. Add the riesling and cream and season with salt. Purée with an immersion blender until very smooth. Pass the soup through a fine sieve set over a bowl. Ladle into bowls and sprinkle with ham and parsley. Serve with baguette and enjoy!","['baguette (for serving)', 'celery roots', 'flour', 'heavy cream', 'leek', 'onion', 'parsley (for garnish)', 'riesling wine', 'salt', 'smoked ham', 'unsalted butter', 'vegetable broth']",12,116
2015-03-26,R111,Grilled banana with chocolate,easy,dessert,vegetarian,,grilling,Zest lemon and orange and juice both. Mix the juices with brown sugar. Preheat the grill. Roughly chop chocolate. Grill bananas in their skin until they are black on the outside and soft on the inside. Make a lengthwise incision and fill with chocolate. Grill for another 5 min. Drizzle some of the sugar mixture on top and serve hot with a scoop of vanilla ice cream.,"['bananas', 'brown sugar', 'dark chocolate (min. 75%)', 'lemon', 'orange']",5,67
2017-08-24,R891,Blackberry cheesecake cups,easy,dessert,vegetarian,,"baking,oven","Isn’t tiny food great? Rustle up a batch of these blackberry cheesecake cups to serve to your friends as canapés—or why not simply for yourself?

It’s summer time and the blackberry bushes are heaving, so get picking (or just pick some up from the market) and get baking. Go on, you know you want to. Watch the video for the full recipe!","['blackberries', ""confectioner's sugar for serving"", 'cream cheese', 'egg', 'Greek yogurt', 'honey', 'puff pastry', 'vanilla extract']",8,62
2018-12-06,R1533,Baked chicken legs with cabbage-apple slaw and mustard dip,easy,main,non-vegetarian,,oven,"Preheat the oven to 180°C/350°F. Transfer chicken legs to a parchment lined baking sheet and bake for approx. 20 min. Quarter and core cabbage and peel the onion. Finely slice cabbage and onion and add to a bowl. Core and slice apple. Add ground caraway, sugar, salt, white balsamic vinegar, and vegetable oil to the cabbage and onions and knead roughly until the cabbage is tender, approx. 5 min. Add apple and toss to combine, then set slaw aside. Put the mayonnaise, spicy mustard, grainy mustard, and apple juice into a bowl and season with salt and pepper. Mix to combine. Serve chicken legs with cabbage slaw and mustard dip and garnish with parsley. Enjoy!","['apple', 'apple juice', 'cabbage', 'grainy mustard', 'ground caraway', 'mayonnaise', 'onion', 'parsley (for garnish)', 'pepper', 'salt', 'spiced chicken legs', 'spicy mustard', 'sugar', 'vegetable oil', 'white balsamic vinegar']",15,115
2015-03-11,R215,Zucchini brownies,easy,dessert,vegetarian,,"baking,oven","Preheat oven to 180°C/355°F. Cut off ends of zucchini and roughly grate using the large holes of a box grater. Add flour, vanilla bean seeds, sugar, cocoa powder, baking powder, a pinch of salt, vegetable oil, and zucchini to a large bowl. Mix until well combined. Evenly spread cake batter into a medium-sized baking pan and bake in a preheated oven at 180°C/355°F for approx. 20 – 25 min. Remove from oven and allow to cool for approx. 60 – 90 min. Sprinkle with confectioner’s sugar and enjoy!","['all-purpose flour', 'baking powder', 'cocoa powder (unsweetened)', 'confectioner’s sugar for serving', 'salt', 'sugar', 'vanilla bean (seeds)', 'vegetable oil', 'zucchini']",9,88
2018-12-07,R1534,Bündner Nusstorte (Swiss walnut cake),medium,dessert,non-vegetarian,,"baking,oven","Mix flour, sugar, and salt in a bowl. Add cold, cubed butter and work it in with your hands to a crumbly dough. Add the egg and mix well to combine. Wrap in plastic and let chill for approx. 1 hr. On a floured work surface, divide the chilled dough into thirds. Roll out two pieces to circles that fit your springform. These will be the top and bottom crusts. Transfer one dough round into the bottom of the greased springform and press, then prick the bottom all over with a fork. Form the remaining dough into a roll, cut into three pieces, and roll flat—this will be the edge of the cake. Press into the side of the form to form a seal with the bottom crust. Chill the dough in the form (and the top crust) for approx. 1 hr. Preheat an oven to 200°C/400°F. Coarsely chop the walnuts for the filling. Caramelize sugar in a small pot, then add heavy cream and let cook until thickened into a caramel sauce. Add walnuts and honey and stir to combine. Let cool. Distribute the cooled filling into the chilled, crust-lined springform. Fold down the edges of the crust over the filling and lightly brush with water. Place the last piece of dough over the top and press the edge with a fork to seal, then pierce the top several times to allow steam to escape. Transfer to a preheated oven and bake at 200°C/400°F for approx. 25 – 30 mins. Allow to cool completely before slicing, approx. 2 hrs. Enjoy!","['butter (cold)', 'egg', 'flour', 'flour (for dusting)', 'heavy cream', 'honey', 'salt', 'sugar', 'unsalted butter (for greasing)', 'walnuts']",10,261
2018-12-09,R1453,Scallops and sautéed Swiss chard over polenta,easy,main,non-vegetarian,,,"Wash Swiss chard, slice the leaves from the stems, and tear them into pieces. Finely slice stems. Peel and finely dice shallots and garlic. Zest and juice lemon. Set everything aside. Add vegetable stock and milk in a large pot and season with salt. Slowly add polenta, stirring constantly to avoid lumps. Reduce heat and continue stirring for approx. 5 min., or until polenta thickens. Remove from heat and stir in butter and grated Parmesan cheese. Season with salt and pepper. Heat olive oil in a frying pan and sauté the Swiss chard stems along with shallots and garlic for approx. 2 min. Add the Swiss chard leaves and deglaze with lemon juice and vegetable stock. Add butter and season with salt, pepper, and lemon zest. Salt scallops on both sides. Heat olive oil in another frying pan and sear scallops on both sides until golden brown. Add thyme and garlic clove. Add butter and baste scallops. Remove and let drain on paper towels. Serve polenta with Swiss chard and scallops on top. Enjoy!","['garlic', 'lemon', 'olive oil (for frying)', 'Parmesan cheese (grated)', 'pepper', 'polenta', 'salt', 'scallops', 'shallots', 'Swiss chard', 'thyme', 'unsalted butter', 'vegetable broth', 'whole milk']",14,174
